2003,267,1,10,129,0x00000000,0x00000000
2004,267,1,10,129,0x00000000,0x00000000
2005,267,1,10,129,0x00000000,0x00000000
2006,1465,0,129,10,0x00000000,0xDEADBEEF
2006,267,1,10,129,0x00000000,0x00000000
2007,267,1,10,129,0x00000000,0x00000000
2008,267,1,10,129,0x00000000,0x00000000
2009,267,1,10,129,0x00000000,0x00000000
2202,268,1,11,129,0x00000000,0x00000000
2203,268,1,11,129,0x00000000,0x00000000
2204,268,1,11,129,0x00000000,0x00000000
2205,268,1,11,129,0x00000000,0x00000000
2206,1473,0,129,11,0x00000000,0xDEADBEEF
2206,268,1,11,129,0x00000000,0x00000000
2207,268,1,11,129,0x00000000,0x00000000
2208,268,1,11,129,0x00000000,0x00000000
2209,268,1,11,129,0x00000000,0x00000000
2402,269,1,12,129,0x00000000,0x00000000
2403,269,1,12,129,0x00000000,0x00000000
2404,269,1,12,129,0x00000000,0x00000000
2405,269,1,12,129,0x00000000,0x00000000
2406,1481,0,129,12,0x00000000,0xDEADBEEF
2406,269,1,12,129,0x00000000,0x00000000
2407,269,1,12,129,0x00000000,0x00000000
2408,269,1,12,129,0x00000000,0x00000000
2409,269,1,12,129,0x00000000,0x00000000
2602,270,1,13,129,0x00000000,0x00000000
2603,270,1,13,129,0x00000000,0x00000000
2604,270,1,13,129,0x00000000,0x00000000
2605,270,1,13,129,0x00000000,0x00000000
2606,1489,0,129,13,0x00000000,0xDEADBEEF
2606,270,1,13,129,0x00000000,0x00000000
2607,270,1,13,129,0x00000000,0x00000000
2608,270,1,13,129,0x00000000,0x00000000
2609,270,1,13,129,0x00000000,0x00000000
2802,271,1,14,129,0x00000000,0x00000000
2803,271,1,14,129,0x00000000,0x00000000
2804,271,1,14,129,0x00000000,0x00000000
2805,271,1,14,129,0x00000000,0x00000000
2806,1497,0,129,14,0x00000000,0xDEADBEEF
2806,271,1,14,129,0x00000000,0x00000000
2807,271,1,14,129,0x00000000,0x00000000
2808,271,1,14,129,0x00000000,0x00000000
2809,271,1,14,129,0x00000000,0x00000000
3002,272,1,15,129,0x00000000,0x00000000
3003,272,1,15,129,0x00000000,0x00000000
3004,272,1,15,129,0x00000000,0x00000000
3005,272,1,15,129,0x00000000,0x00000000
3006,1505,0,129,15,0x00000000,0xDEADBEEF
3006,272,1,15,129,0x00000000,0x00000000
3007,272,1,15,129,0x00000000,0x00000000
3008,272,1,15,129,0x00000000,0x00000000
3009,272,1,15,129,0x00000000,0x00000000
3202,273,1,16,129,0x00000000,0x00000000
3203,273,1,16,129,0x00000000,0x00000000
3204,273,1,16,129,0x00000000,0x00000000
3205,273,1,16,129,0x00000000,0x00000000
3206,1513,0,129,16,0x00000000,0xDEADBEEF
3206,273,1,16,129,0x00000000,0x00000000
3207,273,1,16,129,0x00000000,0x00000000
3208,273,1,16,129,0x00000000,0x00000000
3209,273,1,16,129,0x00000000,0x00000000
3402,274,1,17,129,0x00000000,0x00000000
3403,274,1,17,129,0x00000000,0x00000000
3404,274,1,17,129,0x00000000,0x00000000
3405,274,1,17,129,0x00000000,0x00000000
3406,1521,0,129,17,0x00000000,0xDEADBEEF
3406,274,1,17,129,0x00000000,0x00000000
3407,274,1,17,129,0x00000000,0x00000000
3408,274,1,17,129,0x00000000,0x00000000
3409,274,1,17,129,0x00000000,0x00000000
3602,275,1,18,129,0x00000000,0x00000000
3603,275,1,18,129,0x00000000,0x00000000
3604,275,1,18,129,0x00000000,0x00000000
3605,275,1,18,129,0x00000000,0x00000000
3606,1529,0,129,18,0x00000000,0xDEADBEEF
3606,275,1,18,129,0x00000000,0x00000000
3607,275,1,18,129,0x00000000,0x00000000
3608,275,1,18,129,0x00000000,0x00000000
3609,275,1,18,129,0x00000000,0x00000000
3802,276,1,19,129,0x00000000,0x00000000
3803,276,1,19,129,0x00000000,0x00000000
3804,276,1,19,129,0x00000000,0x00000000
3805,276,1,19,129,0x00000000,0x00000000
3806,1537,0,129,19,0x00000000,0xDEADBEEF
3806,276,1,19,129,0x00000000,0x00000000
3807,276,1,19,129,0x00000000,0x00000000
3808,276,1,19,129,0x00000000,0x00000000
3809,276,1,19,129,0x00000000,0x00000000
4002,277,1,20,129,0x00000000,0x00000000
4003,277,1,20,129,0x00000000,0x00000000
4004,277,1,20,129,0x00000000,0x00000000
4005,277,1,20,129,0x00000000,0x00000000
4006,1545,0,129,20,0x00000000,0xDEADBEEF
4006,277,1,20,129,0x00000000,0x00000000
4007,277,1,20,129,0x00000000,0x00000000
4008,277,1,20,129,0x00000000,0x00000000
4009,277,1,20,129,0x00000000,0x00000000
4202,278,1,21,129,0x00000000,0x00000000
4203,278,1,21,129,0x00000000,0x00000000
4204,278,1,21,129,0x00000000,0x00000000
4205,278,1,21,129,0x00000000,0x00000000
4206,1553,0,129,21,0x00000000,0xDEADBEEF
4206,278,1,21,129,0x00000000,0x00000000
4207,278,1,21,129,0x00000000,0x00000000
4208,278,1,21,129,0x00000000,0x00000000
4209,278,1,21,129,0x00000000,0x00000000
4402,279,1,22,129,0x00000000,0x00000000
4403,279,1,22,129,0x00000000,0x00000000
4404,279,1,22,129,0x00000000,0x00000000
4405,279,1,22,129,0x00000000,0x00000000
4406,1561,0,129,22,0x00000000,0xDEADBEEF
4406,279,1,22,129,0x00000000,0x00000000
4407,279,1,22,129,0x00000000,0x00000000
4408,279,1,22,129,0x00000000,0x00000000
4409,279,1,22,129,0x00000000,0x00000000
4602,280,1,23,129,0x00000000,0x00000000
4603,280,1,23,129,0x00000000,0x00000000
4604,280,1,23,129,0x00000000,0x00000000
4605,280,1,23,129,0x00000000,0x00000000
4606,1569,0,129,23,0x00000000,0xDEADBEEF
4606,280,1,23,129,0x00000000,0x00000000
4607,280,1,23,129,0x00000000,0x00000000
4608,280,1,23,129,0x00000000,0x00000000
4609,280,1,23,129,0x00000000,0x00000000
4802,281,1,24,129,0x00000000,0x00000000
4803,281,1,24,129,0x00000000,0x00000000
4804,281,1,24,129,0x00000000,0x00000000
4805,281,1,24,129,0x00000000,0x00000000
4806,1577,0,129,24,0x00000000,0xDEADBEEF
4806,281,1,24,129,0x00000000,0x00000000
4807,281,1,24,129,0x00000000,0x00000000
4808,281,1,24,129,0x00000000,0x00000000
4809,281,1,24,129,0x00000000,0x00000000
5002,282,1,25,129,0x00000000,0x00000000
5003,282,1,25,129,0x00000000,0x00000000
5004,282,1,25,129,0x00000000,0x00000000
5005,282,1,25,129,0x00000000,0x00000000
5006,1585,0,129,25,0x00000000,0xDEADBEEF
5006,282,1,25,129,0x00000000,0x00000000
5007,282,1,25,129,0x00000000,0x00000000
5008,282,1,25,129,0x00000000,0x00000000
5009,282,1,25,129,0x00000000,0x00000000
5202,283,1,26,129,0x00000000,0x00000000
5203,283,1,26,129,0x00000000,0x00000000
5204,283,1,26,129,0x00000000,0x00000000
5205,283,1,26,129,0x00000000,0x00000000
5206,1593,0,129,26,0x00000000,0xDEADBEEF
5206,283,1,26,129,0x00000000,0x00000000
5207,283,1,26,129,0x00000000,0x00000000
5208,283,1,26,129,0x00000000,0x00000000
5209,283,1,26,129,0x00000000,0x00000000
5402,284,1,27,129,0x00000000,0x00000000
5403,284,1,27,129,0x00000000,0x00000000
5404,284,1,27,129,0x00000000,0x00000000
5405,284,1,27,129,0x00000000,0x00000000
5406,1601,0,129,27,0x00000000,0xDEADBEEF
5406,284,1,27,129,0x00000000,0x00000000
5407,284,1,27,129,0x00000000,0x00000000
5408,284,1,27,129,0x00000000,0x00000000
5409,284,1,27,129,0x00000000,0x00000000
5602,285,1,28,129,0x00000000,0x00000000
5603,285,1,28,129,0x00000000,0x00000000
5604,285,1,28,129,0x00000000,0x00000000
5605,285,1,28,129,0x00000000,0x00000000
5606,1609,0,129,28,0x00000000,0xDEADBEEF
5606,285,1,28,129,0x00000000,0x00000000
5607,285,1,28,129,0x00000000,0x00000000
5608,285,1,28,129,0x00000000,0x00000000
5609,285,1,28,129,0x00000000,0x00000000
5802,286,1,29,129,0x00000000,0x00000000
5803,286,1,29,129,0x00000000,0x00000000
5804,286,1,29,129,0x00000000,0x00000000
5805,286,1,29,129,0x00000000,0x00000000
5806,1617,0,129,29,0x00000000,0xDEADBEEF
5806,286,1,29,129,0x00000000,0x00000000
5807,286,1,29,129,0x00000000,0x00000000
5808,286,1,29,129,0x00000000,0x00000000
5809,286,1,29,129,0x00000000,0x00000000
6002,287,1,30,129,0x00000000,0x00000000
6003,287,1,30,129,0x00000000,0x00000000
6004,287,1,30,129,0x00000000,0x00000000
6005,287,1,30,129,0x00000000,0x00000000
6006,1625,0,129,30,0x00000000,0xDEADBEEF
6006,287,1,30,129,0x00000000,0x00000000
6007,287,1,30,129,0x00000000,0x00000000
6008,287,1,30,129,0x00000000,0x00000000
6009,287,1,30,129,0x00000000,0x00000000
6202,288,1,31,129,0x00000000,0x00000000
6203,288,1,31,129,0x00000000,0x00000000
6204,288,1,31,129,0x00000000,0x00000000
6205,288,1,31,129,0x00000000,0x00000000
6206,1633,0,129,31,0x00000000,0xDEADBEEF
6206,288,1,31,129,0x00000000,0x00000000
6207,288,1,31,129,0x00000000,0x00000000
6208,288,1,31,129,0x00000000,0x00000000
6209,288,1,31,129,0x00000000,0x00000000
6402,289,1,32,129,0x00000000,0x00000000
6403,289,1,32,129,0x00000000,0x00000000
6404,289,1,32,129,0x00000000,0x00000000
6405,289,1,32,129,0x00000000,0x00000000
6406,1641,0,129,32,0x00000000,0xDEADBEEF
6406,289,1,32,129,0x00000000,0x00000000
6407,289,1,32,129,0x00000000,0x00000000
6408,289,1,32,129,0x00000000,0x00000000
6409,289,1,32,129,0x00000000,0x00000000
6602,290,1,33,129,0x00000000,0x00000000
6603,290,1,33,129,0x00000000,0x00000000
6604,290,1,33,129,0x00000000,0x00000000
6605,290,1,33,129,0x00000000,0x00000000
6606,1649,0,129,33,0x00000000,0xDEADBEEF
6606,290,1,33,129,0x00000000,0x00000000
6607,290,1,33,129,0x00000000,0x00000000
6608,290,1,33,129,0x00000000,0x00000000
6609,290,1,33,129,0x00000000,0x00000000
6802,291,1,34,129,0x00000000,0x00000000
6803,291,1,34,129,0x00000000,0x00000000
6804,291,1,34,129,0x00000000,0x00000000
6805,291,1,34,129,0x00000000,0x00000000
6806,1657,0,129,34,0x00000000,0xDEADBEEF
6806,291,1,34,129,0x00000000,0x00000000
6807,291,1,34,129,0x00000000,0x00000000
6808,291,1,34,129,0x00000000,0x00000000
6809,291,1,34,129,0x00000000,0x00000000
7002,292,1,35,129,0x00000000,0x00000000
7003,292,1,35,129,0x00000000,0x00000000
7004,292,1,35,129,0x00000000,0x00000000
7005,292,1,35,129,0x00000000,0x00000000
7006,1665,0,129,35,0x00000000,0xDEADBEEF
7006,292,1,35,129,0x00000000,0x00000000
7007,292,1,35,129,0x00000000,0x00000000
7008,292,1,35,129,0x00000000,0x00000000
7009,292,1,35,129,0x00000000,0x00000000
7202,293,1,36,129,0x00000000,0x00000000
7203,293,1,36,129,0x00000000,0x00000000
7204,293,1,36,129,0x00000000,0x00000000
7205,293,1,36,129,0x00000000,0x00000000
7206,1673,0,129,36,0x00000000,0xDEADBEEF
7206,293,1,36,129,0x00000000,0x00000000
7207,293,1,36,129,0x00000000,0x00000000
7208,293,1,36,129,0x00000000,0x00000000
7209,293,1,36,129,0x00000000,0x00000000
7402,294,1,37,129,0x00000000,0x00000000
7403,294,1,37,129,0x00000000,0x00000000
7404,294,1,37,129,0x00000000,0x00000000
7405,294,1,37,129,0x00000000,0x00000000
7406,1681,0,129,37,0x00000000,0xDEADBEEF
7406,294,1,37,129,0x00000000,0x00000000
7407,294,1,37,129,0x00000000,0x00000000
7408,294,1,37,129,0x00000000,0x00000000
7409,294,1,37,129,0x00000000,0x00000000
7602,295,1,38,129,0x00000000,0x00000000
7603,295,1,38,129,0x00000000,0x00000000
7604,295,1,38,129,0x00000000,0x00000000
7605,295,1,38,129,0x00000000,0x00000000
7606,1689,0,129,38,0x00000000,0xDEADBEEF
7606,295,1,38,129,0x00000000,0x00000000
7607,295,1,38,129,0x00000000,0x00000000
7608,295,1,38,129,0x00000000,0x00000000
7609,295,1,38,129,0x00000000,0x00000000
7802,296,1,39,129,0x00000000,0x00000000
7803,296,1,39,129,0x00000000,0x00000000
7804,296,1,39,129,0x00000000,0x00000000
7805,296,1,39,129,0x00000000,0x00000000
7806,1697,0,129,39,0x00000000,0xDEADBEEF
7806,296,1,39,129,0x00000000,0x00000000
7807,296,1,39,129,0x00000000,0x00000000
7808,296,1,39,129,0x00000000,0x00000000
7809,296,1,39,129,0x00000000,0x00000000
8002,297,1,40,129,0x00000000,0x00000000
8003,297,1,40,129,0x00000000,0x00000000
8004,297,1,40,129,0x00000000,0x00000000
8005,297,1,40,129,0x00000000,0x00000000
8006,1705,0,129,40,0x00000000,0xDEADBEEF
8006,297,1,40,129,0x00000000,0x00000000
8007,297,1,40,129,0x00000000,0x00000000
8008,297,1,40,129,0x00000000,0x00000000
8009,297,1,40,129,0x00000000,0x00000000
8202,298,1,41,129,0x00000000,0x00000000
8203,298,1,41,129,0x00000000,0x00000000
8204,298,1,41,129,0x00000000,0x00000000
8205,298,1,41,129,0x00000000,0x00000000
8206,1713,0,129,41,0x00000000,0xDEADBEEF
8206,298,1,41,129,0x00000000,0x00000000
8207,298,1,41,129,0x00000000,0x00000000
8208,298,1,41,129,0x00000000,0x00000000
8209,298,1,41,129,0x00000000,0x00000000
8402,299,1,42,129,0x00000000,0x00000000
8403,299,1,42,129,0x00000000,0x00000000
8404,299,1,42,129,0x00000000,0x00000000
8405,299,1,42,129,0x00000000,0x00000000
8406,1721,0,129,42,0x00000000,0xDEADBEEF
8406,299,1,42,129,0x00000000,0x00000000
8407,299,1,42,129,0x00000000,0x00000000
8408,299,1,42,129,0x00000000,0x00000000
8409,299,1,42,129,0x00000000,0x00000000
8602,300,1,43,129,0x00000000,0x00000000
8603,300,1,43,129,0x00000000,0x00000000
8604,300,1,43,129,0x00000000,0x00000000
8605,300,1,43,129,0x00000000,0x00000000
8606,1729,0,129,43,0x00000000,0xDEADBEEF
8606,300,1,43,129,0x00000000,0x00000000
8607,300,1,43,129,0x00000000,0x00000000
8608,300,1,43,129,0x00000000,0x00000000
8609,300,1,43,129,0x00000000,0x00000000
8802,301,1,44,129,0x00000000,0x00000000
8803,301,1,44,129,0x00000000,0x00000000
8804,301,1,44,129,0x00000000,0x00000000
8805,301,1,44,129,0x00000000,0x00000000
8806,1737,0,129,44,0x00000000,0xDEADBEEF
8806,301,1,44,129,0x00000000,0x00000000
8807,301,1,44,129,0x00000000,0x00000000
8808,301,1,44,129,0x00000000,0x00000000
8809,301,1,44,129,0x00000000,0x00000000
9002,302,1,45,129,0x00000000,0x00000000
9003,302,1,45,129,0x00000000,0x00000000
9004,302,1,45,129,0x00000000,0x00000000
9005,302,1,45,129,0x00000000,0x00000000
9006,1745,0,129,45,0x00000000,0xDEADBEEF
9006,302,1,45,129,0x00000000,0x00000000
9007,302,1,45,129,0x00000000,0x00000000
9008,302,1,45,129,0x00000000,0x00000000
9009,302,1,45,129,0x00000000,0x00000000
9202,303,1,46,129,0x00000000,0x00000000
9203,303,1,46,129,0x00000000,0x00000000
9204,303,1,46,129,0x00000000,0x00000000
9205,303,1,46,129,0x00000000,0x00000000
9206,1753,0,129,46,0x00000000,0xDEADBEEF
9206,303,1,46,129,0x00000000,0x00000000
9207,303,1,46,129,0x00000000,0x00000000
9208,303,1,46,129,0x00000000,0x00000000
9209,303,1,46,129,0x00000000,0x00000000
9402,304,1,47,129,0x00000000,0x00000000
9403,304,1,47,129,0x00000000,0x00000000
9404,304,1,47,129,0x00000000,0x00000000
9405,304,1,47,129,0x00000000,0x00000000
9406,1761,0,129,47,0x00000000,0xDEADBEEF
9406,304,1,47,129,0x00000000,0x00000000
9407,304,1,47,129,0x00000000,0x00000000
9408,304,1,47,129,0x00000000,0x00000000
9409,304,1,47,129,0x00000000,0x00000000
9602,305,1,48,129,0x00000000,0x00000000
9603,305,1,48,129,0x00000000,0x00000000
9604,305,1,48,129,0x00000000,0x00000000
9605,305,1,48,129,0x00000000,0x00000000
9606,1769,0,129,48,0x00000000,0xDEADBEEF
9606,305,1,48,129,0x00000000,0x00000000
9607,305,1,48,129,0x00000000,0x00000000
9608,305,1,48,129,0x00000000,0x00000000
9609,305,1,48,129,0x00000000,0x00000000
9802,306,1,49,129,0x00000000,0x00000000
9803,306,1,49,129,0x00000000,0x00000000
9804,306,1,49,129,0x00000000,0x00000000
9805,306,1,49,129,0x00000000,0x00000000
9806,1777,0,129,49,0x00000000,0xDEADBEEF
9806,306,1,49,129,0x00000000,0x00000000
9807,306,1,49,129,0x00000000,0x00000000
9808,306,1,49,129,0x00000000,0x00000000
9809,306,1,49,129,0x00000000,0x00000000
10002,307,1,50,129,0x00000000,0x00000000
10003,307,1,50,129,0x00000000,0x00000000
10004,307,1,50,129,0x00000000,0x00000000
10005,307,1,50,129,0x00000000,0x00000000
10006,1785,0,129,50,0x00000000,0xDEADBEEF
10006,307,1,50,129,0x00000000,0x00000000
10007,307,1,50,129,0x00000000,0x00000000
10008,307,1,50,129,0x00000000,0x00000000
10009,307,1,50,129,0x00000000,0x00000000
10202,308,1,51,129,0x00000000,0x00000000
10203,308,1,51,129,0x00000000,0x00000000
10204,308,1,51,129,0x00000000,0x00000000
10205,308,1,51,129,0x00000000,0x00000000
10206,1793,0,129,51,0x00000000,0xDEADBEEF
10206,308,1,51,129,0x00000000,0x00000000
10207,308,1,51,129,0x00000000,0x00000000
10208,308,1,51,129,0x00000000,0x00000000
10209,308,1,51,129,0x00000000,0x00000000
10402,309,1,52,129,0x00000000,0x00000000
10403,309,1,52,129,0x00000000,0x00000000
10404,309,1,52,129,0x00000000,0x00000000
10405,309,1,52,129,0x00000000,0x00000000
10406,1801,0,129,52,0x00000000,0xDEADBEEF
10406,309,1,52,129,0x00000000,0x00000000
10407,309,1,52,129,0x00000000,0x00000000
10408,309,1,52,129,0x00000000,0x00000000
10409,309,1,52,129,0x00000000,0x00000000
10602,310,1,53,129,0x00000000,0x00000000
10603,310,1,53,129,0x00000000,0x00000000
10604,310,1,53,129,0x00000000,0x00000000
10605,310,1,53,129,0x00000000,0x00000000
10606,1809,0,129,53,0x00000000,0xDEADBEEF
10606,310,1,53,129,0x00000000,0x00000000
10607,310,1,53,129,0x00000000,0x00000000
10608,310,1,53,129,0x00000000,0x00000000
10609,310,1,53,129,0x00000000,0x00000000
10802,311,1,54,129,0x00000000,0x00000000
10803,311,1,54,129,0x00000000,0x00000000
10804,311,1,54,129,0x00000000,0x00000000
10805,311,1,54,129,0x00000000,0x00000000
10806,1817,0,129,54,0x00000000,0xDEADBEEF
10806,311,1,54,129,0x00000000,0x00000000
10807,311,1,54,129,0x00000000,0x00000000
10808,311,1,54,129,0x00000000,0x00000000
10809,311,1,54,129,0x00000000,0x00000000
11002,312,1,55,129,0x00000000,0x00000000
11003,312,1,55,129,0x00000000,0x00000000
11004,312,1,55,129,0x00000000,0x00000000
11005,312,1,55,129,0x00000000,0x00000000
11006,1825,0,129,55,0x00000000,0xDEADBEEF
11006,312,1,55,129,0x00000000,0x00000000
11007,312,1,55,129,0x00000000,0x00000000
11008,312,1,55,129,0x00000000,0x00000000
11009,312,1,55,129,0x00000000,0x00000000
11202,313,1,56,129,0x00000000,0x00000000
11203,313,1,56,129,0x00000000,0x00000000
11204,313,1,56,129,0x00000000,0x00000000
11205,313,1,56,129,0x00000000,0x00000000
11206,1833,0,129,56,0x00000000,0xDEADBEEF
11206,313,1,56,129,0x00000000,0x00000000
11207,313,1,56,129,0x00000000,0x00000000
11208,313,1,56,129,0x00000000,0x00000000
11209,313,1,56,129,0x00000000,0x00000000
11402,314,1,57,129,0x00000000,0x00000000
11403,314,1,57,129,0x00000000,0x00000000
11404,314,1,57,129,0x00000000,0x00000000
11405,314,1,57,129,0x00000000,0x00000000
11406,1841,0,129,57,0x00000000,0xDEADBEEF
11406,314,1,57,129,0x00000000,0x00000000
11407,314,1,57,129,0x00000000,0x00000000
11408,314,1,57,129,0x00000000,0x00000000
11409,314,1,57,129,0x00000000,0x00000000
11602,315,1,58,129,0x00000000,0x00000000
11603,315,1,58,129,0x00000000,0x00000000
11604,315,1,58,129,0x00000000,0x00000000
11605,315,1,58,129,0x00000000,0x00000000
11606,1849,0,129,58,0x00000000,0xDEADBEEF
11606,315,1,58,129,0x00000000,0x00000000
11607,315,1,58,129,0x00000000,0x00000000
11608,315,1,58,129,0x00000000,0x00000000
11609,315,1,58,129,0x00000000,0x00000000
11802,316,1,59,129,0x00000000,0x00000000
11803,316,1,59,129,0x00000000,0x00000000
11804,316,1,59,129,0x00000000,0x00000000
11805,316,1,59,129,0x00000000,0x00000000
11806,1857,0,129,59,0x00000000,0xDEADBEEF
11806,316,1,59,129,0x00000000,0x00000000
11807,316,1,59,129,0x00000000,0x00000000
11808,316,1,59,129,0x00000000,0x00000000
11809,316,1,59,129,0x00000000,0x00000000
12002,317,1,60,129,0x00000000,0x00000000
12003,317,1,60,129,0x00000000,0x00000000
12004,317,1,60,129,0x00000000,0x00000000
12005,317,1,60,129,0x00000000,0x00000000
12006,1865,0,129,60,0x00000000,0xDEADBEEF
12006,317,1,60,129,0x00000000,0x00000000
12007,317,1,60,129,0x00000000,0x00000000
12008,317,1,60,129,0x00000000,0x00000000
12009,317,1,60,129,0x00000000,0x00000000
12202,318,1,61,129,0x00000000,0x00000000
12203,318,1,61,129,0x00000000,0x00000000
12204,318,1,61,129,0x00000000,0x00000000
12205,318,1,61,129,0x00000000,0x00000000
12206,1873,0,129,61,0x00000000,0xDEADBEEF
12206,318,1,61,129,0x00000000,0x00000000
12207,318,1,61,129,0x00000000,0x00000000
12208,318,1,61,129,0x00000000,0x00000000
12209,318,1,61,129,0x00000000,0x00000000
12402,319,1,62,129,0x00000000,0x00000000
12403,319,1,62,129,0x00000000,0x00000000
12404,319,1,62,129,0x00000000,0x00000000
12405,319,1,62,129,0x00000000,0x00000000
12406,1881,0,129,62,0x00000000,0xDEADBEEF
12406,319,1,62,129,0x00000000,0x00000000
12407,319,1,62,129,0x00000000,0x00000000
12408,319,1,62,129,0x00000000,0x00000000
12409,319,1,62,129,0x00000000,0x00000000
12602,320,1,63,129,0x00000000,0x00000000
12603,320,1,63,129,0x00000000,0x00000000
12604,320,1,63,129,0x00000000,0x00000000
12605,320,1,63,129,0x00000000,0x00000000
12606,1889,0,129,63,0x00000000,0xDEADBEEF
12606,320,1,63,129,0x00000000,0x00000000
12607,320,1,63,129,0x00000000,0x00000000
12608,320,1,63,129,0x00000000,0x00000000
12609,320,1,63,129,0x00000000,0x00000000
12802,321,1,64,129,0x00000000,0x00000000
12803,321,1,64,129,0x00000000,0x00000000
12804,321,1,64,129,0x00000000,0x00000000
12805,321,1,64,129,0x00000000,0x00000000
12806,1897,0,129,64,0x00000000,0xDEADBEEF
12806,321,1,64,129,0x00000000,0x00000000
12807,321,1,64,129,0x00000000,0x00000000
12808,321,1,64,129,0x00000000,0x00000000
12809,321,1,64,129,0x00000000,0x00000000
13002,322,1,65,129,0x00000000,0x00000000
13003,322,1,65,129,0x00000000,0x00000000
13004,322,1,65,129,0x00000000,0x00000000
13005,322,1,65,129,0x00000000,0x00000000
13006,1905,0,129,65,0x00000000,0xDEADBEEF
13006,322,1,65,129,0x00000000,0x00000000
13007,322,1,65,129,0x00000000,0x00000000
13008,322,1,65,129,0x00000000,0x00000000
13009,322,1,65,129,0x00000000,0x00000000
13202,323,1,66,129,0x00000000,0x00000000
13203,323,1,66,129,0x00000000,0x00000000
