0,0,58c1dccc636c5973,0,0xBEEFDEAD
200,1,21b2d43e73d2fbb5,0,0xBEEFDEAD
400,2,6c4ad2815e238d7f,0,0xBEEFDEAD
600,3,7958559c3ee698f2,0,0xBEEFDEAD
800,4,74971d10124a1afe,0,0xBEEFDEAD
1000,5,713d36ab659351bb,0,0xBEEFDEAD
1200,6,58d08593329ec134,0,0xBEEFDEAD
1400,7,3519471c62e9513a,0,0xBEEFDEAD
1600,8,4536e9cf714b10c7,0,0xBEEFDEAD
1800,9,c2319d89c3fc460,0,0xBEEFDEAD
2000,10,24b3145653d76249,0,0xBEEFDEAD
2200,11,77baa68d76f18ef4,0,0xBEEFDEAD
2400,12,52212384cd6b0ed8,0,0xBEEFDEAD
2600,13,7632ced6e2d5105c,0,0xBEEFDEAD
2800,14,15d7ed484eb3ec55,0,0xBEEFDEAD
3000,15,4a71177e0068d58c,0,0xBEEFDEAD
3200,16,5f3d4f667d60820c,0,0xBEEFDEAD
3400,17,455a3334f5ee1e29,0,0xBEEFDEAD
3600,18,2cded955f3c725e1,0,0xBEEFDEAD
3800,19,12e655f73de1ed82,0,0xBEEFDEAD
4000,20,1106d53bd47d20db,0,0xBEEFDEAD
4200,21,216c41736a8ce0f1,0,0xBEEFDEAD
4400,22,ae1d4ed1169608c,0,0xBEEFDEAD
4600,23,53bcd54b9df60436,0,0xBEEFDEAD
4800,24,d5c8a38f12a172,0,0xBEEFDEAD
5000,25,6e07d065bbe77b9f,0,0xBEEFDEAD
5200,26,4f1facb36efec27f,0,0xBEEFDEAD
5400,27,7ff64b0d647ba012,0,0xBEEFDEAD
5600,28,38713039183605dd,0,0xBEEFDEAD
5800,29,589e9366dec94c11,0,0xBEEFDEAD
6000,30,7e7de2ac1893b816,0,0xBEEFDEAD
6200,31,5f3d4f667d60820c,0,0xBEEFDEAD
6400,32,4f20e36ced66a844,0,0xBEEFDEAD
6600,33,1953e65901a5dd35,0,0xBEEFDEAD
6800,34,589e9366dec94c11,0,0xBEEFDEAD
7000,35,336e26004a29c540,0,0xBEEFDEAD
7200,36,38608a2a5199897c,0,0xBEEFDEAD
7400,37,40df2bfa92abb09,0,0xBEEFDEAD
7600,38,25ed713a19705cf,0,0xBEEFDEAD
7800,39,78131620c53c0bde,0,0xBEEFDEAD
8000,40,aabe830cebfc229,0,0xBEEFDEAD
8200,41,7b04ad71d60e0ab1,0,0xBEEFDEAD
8400,42,4067087c757c2b12,0,0xBEEFDEAD
8600,43,574aab2495ec573c,0,0xBEEFDEAD
8800,44,454ac3dfadb9878d,0,0xBEEFDEAD
9000,45,508571bdfce0197a,0,0xBEEFDEAD
9200,46,58bfdf846c0244d3,0,0xBEEFDEAD
9400,47,408a51e1fa1f3874,0,0xBEEFDEAD
9600,48,367f0c26f0caa835,0,0xBEEFDEAD
9800,49,5f6098cc02038f6e,0,0xBEEFDEAD
10000,50,15d7ed484eb3ec55,0,0xBEEFDEAD
10200,51,52883bdeeae7f383,0,0xBEEFDEAD
10400,52,40bf577b1c0a669,0,0xBEEFDEAD
10600,53,1796e874a3e1ef15,0,0xBEEFDEAD
10800,54,5f5fd23d89016093,0,0xBEEFDEAD
11000,55,53effe3170335f1e,0,0xBEEFDEAD
11200,56,72eb8669d65eb84,0,0xBEEFDEAD
11400,57,2b30843865359f82,0,0xBEEFDEAD
11600,58,7ce62b7536dcebf8,0,0xBEEFDEAD
11800,59,e173b32bb1536a8,0,0xBEEFDEAD
12000,60,65df3f6791c9b26c,0,0xBEEFDEAD
12200,61,abc8e3f955c3e8a,0,0xBEEFDEAD
12400,62,6ae446e8574007a9,0,0xBEEFDEAD
12600,63,6444542f3a40ebe9,0,0xBEEFDEAD
12800,64,3024e5aa640f785e,0,0xBEEFDEAD
13000,65,365bc2c16c279ad3,0,0xBEEFDEAD
13200,66,6c7ec1f5a9631742,0,0xBEEFDEAD
13400,67,1fe3330358087c94,0,0xBEEFDEAD
13600,68,1978667804b0d05c,0,0xBEEFDEAD
13800,69,7632ced6e2d5105c,0,0xBEEFDEAD
14000,70,5f3d4f667d60820c,0,0xBEEFDEAD
14200,71,5dd8c1156de710d6,0,0xBEEFDEAD
14400,72,6fa3822c8c7270fd,0,0xBEEFDEAD
14600,73,50dde1514b2a9664,0,0xBEEFDEAD
14800,74,5c3f0c9694c63018,0,0xBEEFDEAD
15000,75,5845dd8fda88e65,0,0xBEEFDEAD
15200,76,5a5d8e9333f74ed1,0,0xBEEFDEAD
15400,77,2306bc80bcaff08a,0,0xBEEFDEAD
15600,78,6c929c05e5d18e08,0,0xBEEFDEAD
15800,79,acf31965362cf8b,0,0xBEEFDEAD
16000,80,5943d594b42dbeb,0,0xBEEFDEAD
16200,81,15d7ed484eb3ec55,0,0xBEEFDEAD
16400,82,677bb7bcdb56d6a5,0,0xBEEFDEAD
16600,83,7e5b5fd50cf2d98f,0,0xBEEFDEAD
16800,84,7656183c67781dbe,0,0xBEEFDEAD
17000,85,15d7ed484eb3ec55,0,0xBEEFDEAD
17200,86,1c76a947ed4b2250,0,0xBEEFDEAD
17400,87,7e5c968e8b5abf54,0,0xBEEFDEAD
17600,88,1e01b4fff7399b4d,0,0xBEEFDEAD
17800,89,262b7cb79fbf4a45,0,0xBEEFDEAD
18000,90,12e655f73de1ed82,0,0xBEEFDEAD
18200,91,2cded955f3c725e1,0,0xBEEFDEAD
18400,92,233be2ae86576012,0,0xBEEFDEAD
18600,93,39a3cc5dd3da01f0,0,0xBEEFDEAD
18800,94,5dc4e70531789a10,0,0xBEEFDEAD
19000,95,abe8b878cc6532a,0,0xBEEFDEAD
19200,96,144ce19044c57358,0,0xBEEFDEAD
19400,97,1cbe72cc74f922d9,0,0xBEEFDEAD
19600,98,216c41736a8ce0f1,0,0xBEEFDEAD
19800,99,3ebab0a6de54b953,0,0xBEEFDEAD
20000,100,7958559c3ee698f2,0,0xBEEFDEAD
20200,101,4d60b18719d0bfbf,0,0xBEEFDEAD
20400,102,7b6dc313eaf503fc,0,0xBEEFDEAD
20600,103,74ddafdb1b9035c2,0,0xBEEFDEAD
20800,104,50bb5e7a3f89b7dd,0,0xBEEFDEAD
21000,105,4c0cc944d0f3caea,0,0xBEEFDEAD
21200,106,39fa3ea92aba6a3a,0,0xBEEFDEAD
21400,107,7632ced6e2d5105c,0,0xBEEFDEAD
21600,108,2717a6a5f9d96d0,0,0xBEEFDEAD
21800,109,39fa3ea92aba6a3a,0,0xBEEFDEAD
22000,110,1e47813c877d8736,0,0xBEEFDEAD
22200,111,2cecbb8e49f75ec7,0,0xBEEFDEAD
22400,112,4042885d727137eb,0,0xBEEFDEAD
22600,113,50bb5e7a3f89b7dd,0,0xBEEFDEAD
22800,114,5865b20f512a305,0,0xBEEFDEAD
23000,115,367f0c26f0caa835,0,0xBEEFDEAD
23200,116,42474fc657e32694,0,0xBEEFDEAD
23400,117,147161af47d0667f,0,0xBEEFDEAD
23600,118,3d2fa4eed4664056,0,0xBEEFDEAD
23800,119,178247d5ee714974,0,0xBEEFDEAD
24000,120,6904c62ceddb3b02,0,0xBEEFDEAD
